"Year","ISO_Code","Countries","FREEDOM ALL AREAS","QUARTILE","Government consumption without interest payments","Government consumption plus interest payments","Government consumption","Transfers and subsidies","Government investment","Top marginal income tax rate","Top marginal income and payroll tax rate","Top marginal tax rate","State ownership","Size of Government","Judicial independence","Impartial courts","Property rights","Military interference","Legal integrity","Contracts","Real property","Police and crime","Disparity Index","Legal System & Property Rights -- Without Gender Adjustment","Legal System & Property Rights -- With Gender Adjustment","Money growth","Standard deviation of inflation","Inflation","Foreign currency bank accounts","Sound Money","Trade tax revenue","Mean tariff rate","Standard deviation of tariff rates","Tariffs","Non-tariff trade barriers","Costs of importing and exporting","Regulatory trade barriers","Black market exchange rates","Financial openness","Capital controls","Freedom of foreigners to visit","Protection of Foreign Assets","Controls of the movement of capital and people","Freedom to trade internationally","Ownership of banks","Private sector credit","Interest rate controls/negative real interest rates)","Credit market regulation","Labor regulations and minimum wage","Hiring and firing regulations","Flexible wage determination","Hours Regulations","Cost of worker dismissal","Conscription","Foreign Labor","Labor market regulations","Regulatory Burden","Bureacracy costs","Impartial Public Administration","Tax compliance","Business regulation","Market openness","Business Permits","Distorton of the business environment","Freedom to enter markets and compete","Regulation","Bank Region","Bank Current Income Classification, 1990-Present"
2023,"CAN","Canada",7.92,1,3.59705882352941,3.19177783025666,3.39441832689304,6.8991825613079,9.56857142857143,5,5,5,7.075,6.38743446335447,7.961722226,7.9548519946137,8.8597198325,10,8.34375,7.0483413576893,4.96673357792019,8.17669779471639,1,7.91397709792995,7.91397709792995,8.33459410958248,8.61860770723082,8.448,10,8.85030045420333,9.77333333333333,9.24,2.6736,7.22897777777778,7.96801885,9.88994129476928,8.92898007238464,10,10,7.69230769230769,5.6,8.50896954541667,7.95031930943109,8.52706928989838,10,10,10,10,5.36666666666667,6.75790971428571,8.55588235294118,5.075,6.95685334853659,10,6.4303135875,7.02037509570431,4.83134865833333,6.44444444444444,8.1675,6.76578911635843,6.55227055478405,8.81242152018535,6.85454879428739,8.75,8.13899010482425,7.92790893882815,"North America","High Income"
2023,"LUX","Luxembourg",7.92,1,0.858823529411765,0.763425084585934,0.81112430699885,4.31607629427793,6.44650154282378,5,5,5,8.685,5.05174042882011,8.32172337755556,8.3384653671399,9.24491882333333,10,9.13575,9.15201955175868,5.1516751151693,9.29736892416667,1,8.58024014489043,8.58024014489043,9.52459246598996,9.48609755279366,8.504,10,9.3786725046959,9.67427029678685,9,7,8.55809009892895,8.7177320325,9.98165688246155,9.34969445748077,10,10,3.84615384615385,9.16,9.13322329541667,8.03484428539263,8.98565721045059,8,9.7172034564022,10,9.23906781880073,3.4,0.285714285714286,5.39411764705882,3.075,4.62222222222222,10,7.437628905,4.88781186571362,5.88542223,8,9.5275,8.44174352213522,7.9636664380338,7.97463247673837,8.39006843840343,8.75,8.37156697171393,7.61552827356552,"Europe & Central Asia","High Income"
2023,"GBR","United Kingdom",7.88,1,4.37941176470588,3.53796012604383,3.95868594537485,5.69209809264305,9.44285714285714,5,2,3.5,7.9125,6.10122823617501,7.58275410033333,7.45942070408814,8.74652743333333,10,8.19825,6.34576173998518,8.9238246206287,7.239549955,1,8.06201106917108,8.06201106917108,9.20017366057142,8.85379443379471,7.284,10,8.83449202359153,9.76666666666667,9.24,7.2336,8.74675555555556,7.0597060525,9.31745997405963,8.18858301327982,10,10,4.61538461538462,8.4,9.14684136708333,8.04055649561699,8.74397376611309,8,4.88789237668161,10,7.62929745889387,6.9,5.65244485714286,8.0098040882353,8.5,6.52676309137902,10,6.20224155158168,7.39875051261984,5.56080341333333,7.55555555555556,8.2925,6.86106839133482,7.06748184005593,9.33898140162309,9.51501996734623,6.96631314909158,8.6067715060203,7.67557532939748,"Europe & Central Asia","High Income"
2023,"CRI","Costa Rica",7.85,1,6.25294117647059,4.88269876656521,5.5678199715179,8.43596730245232,9.31142857142857,9,4,6.5,7.4825,7.45954316907976,7.22061547166667,6.36838925183076,7.05545306166667,10,6.57725,5.22211957042249,6.92907995306665,4.70482326464502,1,6.75971632166228,6.75971632166228,9.34903090840655,8.98099218575485,9.788,10,9.52950577354035,9.00666666666667,9.6,8.672,9.09288888888889,6.23263339166667,7.4686458933025,6.85063964248459,10,10,6.15384615384615,8.94,7.19991227,8.07343960596154,8.50424203433375,5,10,9,8,5.1,6.7449665,7.77058823529412,3.175,8.16967122222222,10,6.231138905,6.74162355178805,2.77962088666667,5.55555555555556,9.23,6.65369585168033,6.05471807347564,6.04069422386076,8.66505603250758,6.70733179542325,7.13769401726386,6.98350891063189,"Latin America & the Caribbean","High Income"
2023,"FIN","Finland",7.84,1,2.22647058823529,2.00458655318024,2.11552857070776,3.76566757493188,9.35109795213422,3,1,2,7.3625,4.91895881955477,8.56288049411111,8.40573227556127,9.6683776375,10,9.571,8.13218837060312,6.8066399931316,9.76926088333333,1,8.86450995678005,8.86450995678005,9.74548953046941,9.33025415063847,7.5,10,9.14393592027697,9.67427029678685,9,7,8.55809009892895,7.71983464583333,9.13107099607164,8.42545282095248,10,10,3.07692307692308,9.16,8.83228580125,7.76730221954327,8.68771128485618,10,9.12904696762426,10,9.70968232254142,1.76666666666667,4.1191275,5.09411764705882,3.075,5.30955218633333,3,6.17068092,4.07644927429412,6.49126052833333,6.22222222222222,9.1875,8.24558030894854,7.53664076487602,9.88927220478086,9.85834076046082,7.5,9.08253765508056,7.60132750419803,"Europe & Central Asia","High Income"
2023,"DEU","Germany",7.84,1,2.99117647058824,2.87489390901228,2.93303518980026,2.57220708446867,10,5,5,5,8.525,5.80604845485378,7.68390630822222,8.40240241750234,8.59234174083333,10,8.59825,8.13347513084874,7.37118661530711,7.165611585,1,8.24339672471422,8.24339672471422,9.30974178528871,9.12475300722722,7.62,10,9.01362369812898,9.67427029678685,9,7,8.55809009892895,8.27777783083333,9.18255013055683,8.73016398069508,10,10,3.07692307692308,9.16,8.46887350083333,7.6764491444391,8.74117580601578,5,9.05979691613388,10,8.01993230537796,4.93333333333333,3.7214765,5.27880170588235,3.625,4.67537326594048,10,6.89155976,5.58936350930802,5.68962971333333,7.55555555555556,9.91,7.52818341500868,7.67084217097439,8.64447236666605,8.86245449087627,7.5,8.33564228584744,7.40394506787695,"Europe & Central Asia","High Income"
2023,"JPN","Japan",7.83,1,3.48633732669271,3.17958560144713,3.33296146406992,3.70299727520436,9.58285714285714,3,3,3,9.545,5.83276317642629,8.00398371455556,7.76201385724498,9.34389948833333,8.33,8.66025,7.94323628601092,6.72031182706767,9.3617431325,0.88235294117647,8.26567978821406,7.77946333008382,9.48121914173358,9.37051076406848,8.692,10,9.38593247645051,9.73427812223206,9.26,5.3824,8.12555937407735,6.8792827925,8.72680925748687,7.80304602499344,10,10,8.46153846153846,6.14,8.61334701375,8.30372136882212,8.55808169197323,8,8.15137307434695,10,8.71712435811565,8.06666666666667,6.61673057142857,6.83823529411765,4.95,5.95886002971528,10,3.7545744575,6.59786671706117,5.011859735,7.77777777777778,7.785,6.77980077444319,6.83860957180524,8.01605804409845,9.15148488432045,7.5,8.22251430947296,7.59402873911376,"East Asia & Pacific","High Income"
2023,"MLT","Malta",7.82,1,2.41176470588235,3.59158987598062,3.00167729093148,6.82561307901907,8.9209074187615,7,7,7,6.78,6.50563955774241,6.67122425188889,5.95544517994776,8.41227809583333,10,7.841,6.30793398031989,7.5947367950774,6.39385938666667,0.941176470588235,7.39705971121674,7.17949913147507,9.02894106023897,9.23191113000731,7.964,10,9.05621304756157,9.67427029678685,9,7,8.55809009892895,8.52536678333333,8.91805479914872,8.72171079124103,10,10,7.69230769230769,9.16,8.54412217958333,8.84910746797276,9.03222708953568,10,8.30666170450316,10,9.43555390150105,3.06666666666667,3.42857142857143,5.39411764705882,6.25,4.45555555555555,10,6.76740805333333,5.62318847874083,4.79166666666667,6.22222222222222,7.3525,7.97095181048719,6.58433517484402,7.3175006693633,7.99563348064997,7.5,7.60437805000442,7.31186390127258,"Middle East & North Africa","High Income"
2023,"EST","Estonia",7.76,1,3.43823529411765,3.33232639589577,3.38528084500671,5.58855585831063,7.53414147613933,10,4,7,7.9575,6.29309563589133,7.92132568233334,7.02919386052402,8.69139591833333,8.33,7.959,6.39955922578848,7.20352398047938,7.90553172416667,1,7.67994129895315,7.67994129895315,8.18623045163477,7.68931628632396,6.336,10,8.05288668448968,9.67427029678685,9,7,8.55809009892895,7.97843299825825,9.9378702111243,8.95815160469127,10,10,5.38461538461538,9.16,8.90768388916667,8.36307481844551,8.96982913051643,10,9.02908468776732,10,9.67636156258911,3.36666666666667,3.87703721428571,7.84411764705882,5.575,4.92010570775066,3,4.3984182675,4.71162078618027,5.20145416333333,8.22222222222222,9.645,9.71976683830474,8.19711080596507,8.0836223360552,9.23930845527421,8.75,8.69097693044314,7.8190175212944,"Europe & Central Asia","High Income"
2023,"CYP","Cyprus",7.75,1,4.78823529411765,4.43534108905658,4.61178819158712,4.85013623978202,10,7,5,6,8.35,6.76238488627383,6.75879428188889,6.50246010144368,7.05895264916667,8.33,7.94075,5.38212420155498,8.16542601981353,6.95006609,0.941176470588235,7.13607166798347,6.92618720716043,9.63150109469016,8.80701991829913,8.584,10,9.25563025324732,9.67427029678685,9,7,8.55809009892895,8.39706579833333,9.31509186650921,8.85607883242127,10,8.75,6.92307692307692,9.16,8.1598414975,8.24822960514423,8.91559963412361,10,10,10,10,5,3.21428571428571,4.70588235294118,5.575,4.82222222222222,1,4.82359866333333,4.16299842182606,4.45222894333333,8,8.185,9.33024274354834,7.49186792172042,6.18726895013257,4.99837118457229,6.25,5.81188004490162,6.86668659711202,"Europe & Central Asia","High Income"
2023,"MUS","Mauritius",7.73,1,6.69411764705882,5.99966320702574,6.34689042704228,7.73297002724796,7.01428571428571,10,8,9,6.8875,7.39632923371519,6.86202001988889,6.58855500762197,7.3464596275,NA,6.158,5.58370948867856,7.32788026243072,6.8186974525,1,6.66933169408859,6.66933169408859,8.82192386584763,8.41925854616514,7.18,10,8.60529560300319,9.85333333333333,9.84,8.5632,9.41884444444445,8.24852466583333,8.54379211228457,8.39615838905895,10,7.25612312555313,4.61538461538462,10,7.00678626708333,7.21957350200527,8.75864408387717,8,6.94459681843116,9,7.98153227281039,6.42381004622606,7.0762471434379,6.15216252629667,8.63895039209333,7.75066966451414,10,5.29580593083333,7.3339493862002,5.02230246833333,8.88888888888889,3.9725,6.71534714725328,6.14975962611888,8.08688050847573,9.36130252312839,5,7.48272767720137,7.23699224058271,"Sub-Saharan Africa","Upper-Middle Income"
2023,"ESP","Spain",7.73,1,4,3.42393782938251,3.71196891469125,3.90463215258856,9.93694281365514,5,5,5,7.84,6.07870877618699,6.87970911633333,6.03970744064313,8.1536233425,8.33,8.21475,5.90627392134175,7.58650242763455,8.17892710333333,1,7.41118666897326,7.41118666897326,9.26259366348774,9.11441492559235,8.588,10,9.24125214727002,9.67427029678685,9,7,8.55809009892895,7.05255508416667,9.98165688246155,8.51710598331411,10,10,3.07692307692308,9.16,8.38138977708333,7.6545782135016,8.68244357393617,10,9.01372212692967,10,9.67124070897656,3.46666666666667,4.15717464285714,6.511111,6.325,3.65590848541686,10,6.61371986083333,5.81851152225343,3.13987414,6,8.81,6.69853315755157,6.16210182438789,7.38019883852459,8.5133423540187,6.25,7.38118039751443,7.25825861328308,"Europe & Central Asia","High Income"
2023,"ISL","Iceland",7.71,1,1.78529411764706,0.620834492303115,1.20306430497509,7.80108991825613,9.79714285714286,4,3,3.5,7.4375,5.94775941607482,7.92252810888889,8.72215094659989,9.10248001416667,10,9.139,7.61550771416691,6.3412195212301,9.50940052666667,1,8.54403585396489,8.54403585396489,8.95960657996233,9.1436842633335,6.504,10,8.65182271082396,9.88666666666667,9.34,4.456,7.89422222222222,7.7357804775,8.77604141027282,8.25591094388641,10,9.70122456550598,5.38461538461538,9.16,5.97124685833333,7.55427170211367,8.42610121705558,2,9.57996146435453,9,6.85998715478484,1.73333333333333,2.64285714285714,5.98235294117647,7.325,4.78888888888889,10,5.5048120025,5.42532061553655,4.99808629333333,7.55555555555556,8.875,7.96534714725328,7.34849724903554,8.02189762763638,9.54873411812153,7.5,8.35687724858597,6.99767056698573,"Europe & Central Asia","High Income"
2023,"PRT","Portugal",7.71,1,5.48235294117647,4.87226703383376,5.17730998750511,4.84196185286104,10,4,1,2.5,7.585,6.02085436807323,7.09081640288889,5.61053210067383,8.26916058833333,10,8.071,5.84211167712444,9.88248739132206,7.73601611416667,1,7.81276553431365,7.81276553431365,8.9302626407879,9.05540368780458,8.276,10,9.06541658214812,9.67427029678685,9,7,8.55809009892895,7.41904536916667,9.98165688246155,8.7003511258141,10,10,6.15384615384615,9.16,8.54492028541667,8.46469160981571,8.93078320863969,5,10,10,8.33333333333333,3.9,3.55321171428571,3.87819164705882,4.075,3.99343458936249,10,7.03272302916667,5.20465156855338,3.48149379166667,6.44444444444444,7.4225,6.13806683416106,5.87162626756804,8.06798351445281,8.30759285638484,6.25,7.54185879027922,6.7378674899335,"Europe & Central Asia","High Income"
2023,"GEO","Georgia",7.69,1,7.49117647058823,7.05463007208888,7.27290327133856,6.91825613079019,5.88,10,10,10,6.6925,7.35273188042575,5.48184160988889,4.83401473807865,5.40559804833333,NA,6.2365,5.89886142747912,6.84774548430285,6.03265484166667,1,5.81960230710707,5.81960230710707,7.72427192703125,8.88003132257016,9.004,10,8.90207581240035,9.9,9.7,8.446,9.34866666666667,5.74831763916667,9.5843206925445,7.66631916585558,10,8.75,6.92307692307692,9.7,6.958462,8.08288473076923,8.77446764082287,10,8.96037056098816,10,9.65345685366272,4.56666666666667,6.795302,7.74411764705882,6.825,5.44072783333333,3,5.94762921333333,5.75992048005602,6.075636545,7.55555555555556,6.7525,7.53939274147649,6.98077121050801,8.11148102251552,9.89169295225219,6.25,8.08439132492257,7.61963496728733,"Europe & Central Asia","Upper-Middle Income"
2023,"CHL","Chile",7.65,1,5.9,5.57444660988676,5.73722330494338,7.17438692098093,10,6,6,6,8.315,7.44532204518486,7.55503454766667,6.89165110557798,8.04505549409158,7.5,7.4635,6.54686646812841,8.31783517105907,7.10027811158167,0.823529411764706,7.42752761226317,6.77215752882818,8.36142231262146,9.00694098213471,6.968,10,8.58409082368904,9.8,8.8,9.832,9.47733333333333,8.50379745166667,6.82959885709015,7.66669815437841,10,8.50612312555313,2.30769230769231,9.27,8.25292430867491,7.08418493548009,8.55705410579796,8,8.76421923474664,10,8.92140641158221,4.06666666666667,5.67833178571429,7.91274526470588,2.175,4.67918805555556,0,7.16107796054972,4.5247156761703,4.02021726,6.66666666666667,7.425,5.84101968276408,5.98822590235769,8.53045917528614,7.73659806447364,8.20650614491501,8.15785446155826,6.89805061291712,"Latin America & the Caribbean","High Income"
2023,"PAN","Panama",7.64,1,5.67647058823529,4.96365192002266,5.32006125412898,8.45776566757493,10,9,4,6.5,7.4625,7.54806538434078,4.96953610444444,4.73906462893157,6.67101820333333,8.33,5.5185,4.94464318478767,6.92995646664536,5.23159702583333,0.941176470588235,5.91678945174696,5.74276623257794,8.16810162633347,9.26074089530827,9.404,10,9.20821063041043,9.64666666666667,8.98,6.2056,8.27742222222222,6.68664614333333,8.89941294769281,7.79302954551307,10,10,10,10,7.60014096875,9.4000352421875,8.8676217524807,8,10,10,9.33333333333333,3.16666666666667,6.78571428571429,5.73529411764706,4.425,3.24444444444444,10,4.6120401225,5.42416566242464,3.94869923666667,4.44444444444444,6.595,3.96329740056671,4.73786027041946,8.06174372684573,9.20251765313545,6.25,7.83808712666039,6.83336159820945,"Latin America & the Caribbean","High Income"
2023,"GTM","Guatemala",7.62,1,8.41470588235294,7.99610008952588,8.20540298593941,9.49591280653951,10,10,9,9.5,8.72,9.18426315849579,4.57319043444444,3.34528355329702,6.40274008083333,5.83,4.5955,3.98708512823852,7.59061961135598,1.65936311083333,0.941176470588235,4.74797273987533,4.60832648282017,8.71833184953089,9.26221700394693,7.516,10,8.87413721336945,9.30666666666667,8.88,7.0656,8.41742222222222,7.72770683,6.62249826537417,7.17510254768709,10,8.75,6.92307692307692,8.4,6.96103970208333,7.75852915629006,8.33776348154984,10,9.35483870967742,9,9.45161290322581,4.77851754830047,8.322148,10,2.78631194261992,7.77777733333333,10,5.31018495583333,6.99641996858387,3.37065259666667,5.55555555555556,2.915,6.11004351799153,4.48781291755344,7.33401441634557,7.22199182510299,7.5,7.35200208048285,7.07196196746149,"Latin America & the Caribbean","Upper-Middle Income"
2023,"CZE","Czechia",7.61,1,2.68235294117647,2.37328286717606,2.52781790417626,4.51771117166213,9.15750915750916,9,2,5.5,8.465,6.03360764666951,6.89269175177778,6.01339475281377,8.11701933583333,10,7.965,5.14802176463593,9.72717630765862,7.53842185388306,1,7.67521572082531,7.67521572082531,8.82137641947707,8.89436497477762,5.736,10,8.36293534856367,9.67427029678685,9,7,8.55809009892895,8.27256639833333,9.98165688246155,9.12711164039744,10,10,3.07692307692308,9.16,8.97289772833333,7.8024552013141,8.87191423516012,10,8.40700915969733,10,9.46900305323244,3.9,6.27085292857143,5.30019641176471,6.075,3.4636413421627,10,5.12393599625658,5.7333752398222,2.91166702833333,6.22222222222222,9.115,5.4011250125135,5.91250356576727,7.30101001409254,6.90638687689412,7.5,7.23579896366222,7.08767020562103,"Europe & Central Asia","High Income"
2023,"LVA","Latvia",7.6,1,4.59117647058823,4.42126850475569,4.50622248767196,5.70027247956403,7.85226032511919,7,4,5.5,8.155,6.34275105847104,6.917983113,4.67003142586904,6.83867851916667,8.33,8.245,7.67548890870592,7.3284607890645,6.84780836083333,1,7.10668138957993,7.10668138957993,8.03050184362848,8.81238592126904,6.424,10,8.31672194122438,9.67427029678685,9,7,8.55809009892895,7.84727258075825,9.42337682291167,8.63532470183496,10,8.75,6.92307692307692,9.16,7.03769803041667,7.9676937383734,8.79027713478433,10,9.22067901234568,10,9.74022633744856,1.83333333333333,3.90699907142857,7.03202608823529,5.325,4.17414167938398,5,5.93325595083333,4.74353658903064,4.25267736166667,8,9.7225,7.80561424508699,7.44519790168841,8.07703809399914,7.78698831114463,7.5,7.78800880171459,7.42924240747055,"Europe & Central Asia","High Income"
